My Design - Energy Use| Total,My Design - Fuel Use| Electricity: Total,My Design - Fuel Use| Natural Gas: Total,My Design - End Use| Electricity: Heating,My Design - End Use| Electricity: Heating Fans/Pumps,My Design - End Use| Electricity: Cooling,My Design - End Use| Electricity: Cooling Fans/Pumps,My Design - End Use| Electricity: Lighting Interior,My Design - End Use| Electricity: Lighting Exterior,My Design - End Use| Electricity: Mech Vent,My Design - End Use| Electricity: Refrigerator,My Design - End Use| Electricity: Dishwasher,My Design - End Use| Electricity: Clothes Washer,My Design - End Use| Electricity: Clothes Dryer,My Design - End Use| Electricity: Range/Oven,My Design - End Use| Electricity: Television,My Design - End Use| Electricity: Plug Loads,My Design - End Use| Natural Gas: Hot Water,My Design - Emissions| CO2e: BEopt: Total,My Design - Emissions| CO2e: BEopt: Electricity: Total,My Design - Emissions| CO2e: BEopt: Natural Gas: Total,My Design - Emissions| CO2e: BEopt: Electricity: Heating,My Design - Emissions| CO2e: BEopt: Electricity: Heating Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Cooling,My Design - Emissions| CO2e: BEopt: Electricity: Cooling Fans/Pumps,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Interior,My Design - Emissions| CO2e: BEopt: Electricity: Lighting Exterior,My Design - Emissions| CO2e: BEopt: Electricity: Mech Vent,My Design - Emissions| CO2e: BEopt: Electricity: Refrigerator,My Design - Emissions| CO2e: BEopt: Electricity: Dishwasher,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Washer,My Design - Emissions| CO2e: BEopt: Electricity: Clothes Dryer,My Design - Emissions| CO2e: BEopt: Electricity: Range/Oven,My Design - Emissions| CO2e: BEopt: Electricity: Television,My Design - Emissions| CO2e: BEopt: Electricity: Plug Loads,My Design - Emissions| CO2e: BEopt: Natural Gas: Hot Water,My Design - Hot Water| Clothes Washer,My Design - Hot Water| Dishwasher,My Design - Hot Water| Fixtures,My Design - Hot Water| Distribution Waste,My Design - Load| Heating: Delivered,My Design - Load| Cooling: Delivered,My Design - Load| Hot Water: Delivered,My Design - Component Load| Heating: Roofs,My Design - Component Load| Heating: Ceilings,My Design - Component Load| Heating: Walls,My Design - Component Load| Heating: Doors,My Design - Component Load| Heating: Windows,My Design - Component Load| Heating: Slabs,My Design - Component Load| Heating: Internal Mass,My Design - Component Load| Heating: Infiltration,My Design - Component Load| Heating: Mechanical Ventilation,My Design - Component Load| Heating: Ducts,My Design - Component Load| Heating: Internal Gains,My Design - Component Load| Cooling: Roofs,My Design - Component Load| Cooling: Ceilings,My Design - Component Load| Cooling: Walls,My Design - Component Load| Cooling: Doors,My Design - Component Load| Cooling: Windows,My Design - Component Load| Cooling: Slabs,My Design - Component Load| Cooling: Internal Mass,My Design - Component Load| Cooling: Infiltration,My Design - Component Load| Cooling: Natural Ventilation,My Design - Component Load| Cooling: Mechanical Ventilation,My Design - Component Load| Cooling: Ducts,My Design - Component Load| Cooling: Internal Gains,My Design - Unmet Hours| Heating,My Design - Unmet Hours| Cooling,My Design - Temperature| Attic - Unvented,My Design - Temperature| Living Space,My Design - Temperature| Heating Setpoint,My Design - Temperature| Cooling Setpoint,My Design - Airflow| Infiltration,My Design - Airflow| Mechanical Ventilation,My Design - Airflow| Natural Ventilation,My Design - Weather| Drybulb Temperature,My Design - Weather| Wetbulb Temperature,My Design - Weather| Relative Humidity,My Design - Weather| Wind Speed,My Design - Weather| Diffuse Solar Radiation,My Design - Weather| Direct Solar Radiation
3.1,0.47,1.49,0.08,0,0,0,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.49,0.46443,0.24557,0.21885,0.04177,0.00177,0,0,0.03782,0.00723,0.01188,0.02403,0.00132,0.00066,0.00485,0.00692,0.02889,0.07844,0.21885,0.03,0.03,1.48,0.52,0.89,0,0.96,-0.13,0.39,1.83,0.07,2.31,-1.77,-2.34,0.88,1.47,0,-1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.16,72,72,74,39.98,66.07,0,51.98,47.76,74,17.22,0,0
5.34,0.66,3.08,0.15,0.01,0,0,0.12,0.02,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,3.08,0.79675,0.34316,0.45358,0.07844,0.00336,0,0,0.06303,0.00816,0.01188,0.02537,0.00263,0.00131,0.01293,0.01572,0.03239,0.08795,0.45358,0.06,0.05,3.38,1.19,1.66,0,2.18,-0.1,0.46,2.19,0.08,2.4,-1.75,-2.11,0.87,1.56,0.1,-1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.88,72,72,74,37.67,67.08,0,51.08,46.93,74,16.11,0,0
5.74,0.78,3.08,0.15,0.01,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.08,0.85822,0.40425,0.45397,0.07899,0.00337,0,0,0.07984,0.0076,0.01188,0.0267,0.00408,0.00292,0.02587,0.0264,0.03677,0.09983,0.45397,0.13,0.08,3.35,1.18,1.69,0,2.21,-0.03,0.62,2.77,0.08,0.77,-1.3,-1.37,0.65,1.52,0.19,-2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.79,72,72,74,29.61,68.68,0,51.98,47.42,72,12.75,5.07,53.57
5.53,0.73,3.05,0.05,0,0,0,0.17,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,3.05,0.82637,0.37683,0.44954,0.02509,0.00105,0,0,0.08615,0.00575,0.01188,0.02737,0.00763,0.00435,0.0388,0.02892,0.03764,0.10221,0.44954,0.19,0.16,2.72,0.96,0.54,0,1.87,0.07,0.84,3.4,0.08,-3.7,-0.29,0.04,0.58,1.31,0.19,-2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.86,72,72,74,31.03,70.28,0,55.04,48.38,62,14.99,11.41,209.22
3.94,0.71,1.51,0,0,0,0,0.17,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.51,0.59109,0.3687,0.22238,0,0,0,0,0.08615,0.00463,0.01188,0.02737,0.00855,0.00512,0.05497,0.03018,0.03764,0.10221,0.22238,0.22,0.18,2.12,0.75,0,0,1.52,0,0,0,0,0,0,0,0,0,0,0,-0.12,-0.87,-3.2,-0.07,5.52,0.05,-0.57,-0.45,0,-1.19,-0.06,1.97,0,0,70.98,72.46,72,74,26.56,72.29,0,57.02,48.74,55,13.87,17.43,266.91
3.91,0.71,1.5,0,0,0,0,0.16,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.5,0.58742,0.36666,0.22077,0,0,0,0,0.08194,0.00445,0.01188,0.0267,0.00737,0.005,0.06305,0.0264,0.03764,0.10221,0.22077,0.22,0.15,1.72,0.61,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,-0.17,-0.86,-2.62,-0.06,6.1,-0.28,-1.13,-0.29,0,-0.99,0,1.96,0,0,71.55,73.32,72,74,19.96,73.29,0,60.08,50.69,52,11.63,22.82,291
3.98,0.73,1.49,0,0,0.01,0,0.15,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.49,0.5984,0.37925,0.21915,0,0,0.00588,0.00181,0.07774,0.00445,0.01188,0.0267,0.00632,0.00447,0.06548,0.03143,0.03852,0.10458,0.21915,0.2,0.13,1.35,0.47,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.74,-1.86,-0.05,5.51,-0.55,-1.71,-0.33,0,-0.83,0,2,0,0,72.69,74,72,74,27.76,73.59,0,62.96,51.7,46,16.11,26.31,305.27
4.26,0.81,1.48,0,0,0.07,0.02,0.15,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.48,0.63974,0.42221,0.21753,0,0,0.03861,0.01182,0.07564,0.00482,0.01188,0.02804,0.00539,0.00399,0.05982,0.03584,0.03939,0.10696,0.21753,0.18,0.11,0.97,0.34,0,1.34,0.75,0,0,0,0,0,0,0,0,0,0,0,-0.19,-0.45,-0.93,-0.04,4.14,-0.52,-1.79,-0.24,0,-0.79,0.02,2.06,0,0,73.98,74,72,74,22.33,72.89,0,64.04,52.81,47,13.87,28.53,311.29
4.39,0.86,1.47,0,0,0.13,0.04,0.14,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.47,0.66057,0.44364,0.21693,0,0,0.06594,0.0198,0.07354,0.00538,0.01188,0.02804,0.00605,0.00357,0.05416,0.02892,0.03939,0.10696,0.21693,0.16,0.12,0.83,0.29,0,2.24,0.65,0,0,0,0,0,0,0,0,0,0,0,-0.15,-0.04,-0.19,-0.02,3.27,-0.41,-1.48,-0.2,0,-0.55,0.11,2.02,0,0,74.94,74,72,74,25.72,72.19,0,66.92,53.85,42,16.11,29.16,313.83
4.75,0.96,1.47,0,0,0.21,0.06,0.15,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.47,0.71451,0.49809,0.21642,0,0,0.10935,0.03266,0.07774,0.00575,0.01188,0.02804,0.00474,0.00292,0.04608,0.03584,0.03852,0.10458,0.21642,0.13,0.1,0.74,0.26,0,3.72,0.57,0,0,0,0,0,0,0,0,0,0,0,-0.12,0.23,0.04,-0.02,4.22,-0.68,-1.6,-0.08,0,-0.46,0.2,2.06,0,0,75.84,74,72,74,12.51,71.18,0,68,54.7,42,10.29,28.53,311.93
3.78,1.11,0,0,0,0.31,0.09,0.17,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,0,0.57413,0.57413,0,0,0,0.16002,0.04755,0.08615,0.00649,0.01188,0.02737,0.005,0.0031,0.04931,0.02766,0.04027,0.10934,0,0.14,0.1,0.72,0.25,0,5.43,0.56,0,0,0,0,0,0,0,0,0,0,0,-0.09,0.44,0.26,-0.01,5.76,-1.01,-1.83,-0.1,0,-0.38,0.34,2.11,0,0,76.48,74,72,74,18.79,71.58,0,69.08,54.73,39,13.87,26.63,306.54
6.04,1.34,1.47,0,0,0.41,0.12,0.2,0.02,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.47,0.91163,0.6947,0.21693,0,0,0.2109,0.06295,0.10506,0.00816,0.01188,0.02937,0.005,0.00298,0.04446,0.05784,0.04202,0.11409,0.21693,0.13,0.1,0.86,0.3,0,7.22,0.65,0,0,0,0,0,0,0,0,0,0,0,-0.04,0.53,0.71,-0.01,6.66,-1.2,-1.87,-0.07,0,-0.37,0.51,2.45,0,0,76.72,74,72,74,14.09,70.98,0,69.08,55.26,41,11.63,23.46,294.49
7,1.62,1.48,0,0,0.49,0.15,0.26,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,1.48,1.05639,0.83842,0.21797,0,0,0.25475,0.07635,0.13657,0.01038,0.01188,0.03204,0.00645,0.00292,0.04365,0.0943,0.04552,0.1236,0.21797,0.13,0.13,1.11,0.39,0,8.78,0.82,0,0,0,0,0,0,0,0,0,0,0,0.01,0.5,1.34,-0.01,6.54,-1.2,-1.66,-0.07,0,-0.37,0.69,3.07,0,0,76.6,74,72,74,14.1,70.88,0,69.08,55.26,41,11.63,18.7,271.98
7.29,1.7,1.48,0,0,0.51,0.15,0.35,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.48,1.10085,0.88225,0.2186,0,0,0.2626,0.0803,0.1807,0.01187,0.01188,0.03338,0.01145,0.00292,0.04123,0.07356,0.04639,0.12598,0.2186,0.13,0.24,1.2,0.42,0,9.3,0.93,0,0,0,0,0,0,0,0,0,0,0,0.08,0.43,2.04,-0.02,5.09,-0.91,-1.11,-0.08,0,-0.54,0.83,3.52,0,0,76.13,74,72,74,10.36,70.58,0,66.92,53.84,42,8.05,12.36,224.43
6.8,1.56,1.49,0,0,0.4,0.13,0.43,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.49,1.02572,0.80693,0.21879,0,0,0.20579,0.06491,0.22062,0.01261,0.01188,0.03204,0.01461,0.00292,0.04123,0.03772,0.04377,0.11885,0.21879,0.13,0.3,1.2,0.42,0,7.59,0.96,0,0,0,0,0,0,0,0,0,0,0,0.17,0.37,2.72,-0.02,1.04,-0.03,0.05,-0.18,0,-0.9,0.86,3.56,0,0,75.42,74,72,74,14.15,70.58,0,62.24,51.33,47,7.38,6.34,86.22
6.06,1.34,1.48,0,0,0.26,0.08,0.45,0.03,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.22,1.48,0.91322,0.6946,0.21862,0,0,0.13287,0.04271,0.23112,0.01298,0.01188,0.03138,0.01184,0.00292,0.04203,0.022,0.04114,0.11172,0.21862,0.13,0.24,1.2,0.42,0,5.04,0.93,0,0,0,0,0,0,0,0,0,0,0,0.22,0.21,2.65,-0.04,-2.02,0.56,0.92,-0.33,0,-1.26,0.67,3.48,0,0,74.74,74,72,74,18.81,70.68,0,57.74,49.53,56,7.61,0,0
5.06,1.05,1.48,0,0,0.15,0.05,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.76213,0.54382,0.21831,0,0,0.08004,0.02581,0.16599,0.01205,0.01188,0.03071,0.00882,0.0028,0.04365,0.01572,0.03939,0.10696,0.21831,0.12,0.18,1.17,0.41,0,3.06,0.88,0,0,0,0,0,0,0,0,0,0,0,0.22,-0.05,1.62,-0.06,-2.16,0.66,1.14,-0.38,0,-1.4,0.43,3.06,0,0,74.12,74,72,74,19.02,70.88,0,55.94,48.78,60,5.37,0,0
3.81,0.68,1.47,0,0,0.05,0.02,0.16,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,0.57139,0.35471,0.21668,0,0,0.02692,0.00869,0.08404,0.01038,0.01188,0.02937,0.00579,0.00191,0.03557,0.01006,0.03502,0.09508,0.21668,0.08,0.12,0.83,0.29,0,1.03,0.62,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.23,0.41,-0.07,-2.27,0.9,1.43,-0.45,0,-1.53,0.25,2.4,0,0,73.46,74,72,74,20.82,69.88,0,54.14,48.31,66,4.92,0,0
1.54,0.45,0,0,0,0,0,0.07,0.02,0.02,0.05,0.01,0,0.04,0.01,0.06,0.17,0,0.23428,0.23428,0,0,0,0,0,0.03782,0.00871,0.01188,0.02737,0.00408,0.00101,0.0194,0.00692,0.03151,0.08557,0,0.04,0.08,0.6,0.21,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0.19,-0.38,-0.63,-0.08,-2.32,1.06,1.61,-0.5,0,-1.57,0.08,1.99,0,0,72.97,73.72,72,74,21.89,67.88,0,53.06,47.88,69,3.8,0,0
2.75,0.38,1.46,0,0,0,0,0.04,0.01,0.02,0.05,0,0,0.02,0.01,0.06,0.16,1.46,0.41102,0.19668,0.21434,0,0,0,0,0.02299,0.00676,0.01188,0.0267,0.00197,0.00054,0.00808,0.00438,0.03051,0.08286,0.21434,0.02,0.04,0.31,0.11,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0.17,-0.47,-1.33,-0.08,-2.33,1.26,1.83,-0.51,0,-1.57,0,1.87,0,0,72.45,73.04,72,74,22.5,66.48,0,52.34,47.75,72,3.36,0,0
1.19,0.35,0,0,0,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,0,0.18079,0.18079,0,0,0,0,0,0.01916,0.00625,0.01188,0.02604,0.00092,0.00042,0.00485,0.00438,0.02877,0.07812,0,0.02,0.02,0.14,0.05,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0.16,-0.49,-1.77,-0.08,-2.32,1.52,2.17,-0.52,0,-1.56,0,1.82,0,0,71.63,72.36,72,74,22.61,66.07,0,51.62,47.26,73,3.36,0,0
1.3,0.38,0,0.05,0,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0,0.05,0.15,0,0.19741,0.19741,0,0.02346,0.001,0,0,0.01916,0.00625,0.01188,0.02537,0.00066,0.00024,0.00323,0.0025,0.0279,0.07576,0,0.01,0.01,0.09,0.03,0.5,0,0.06,-0.14,0.53,2.09,0.08,2.31,-1.74,-2.4,0.52,1.56,0,-1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.86,72,72,74,22.52,65.87,0,50.9,46.93,75,2.46,0,0
1.6,0.47,0,0.14,0.01,0,0,0.04,0.01,0.02,0.05,0,0,0,0,0.05,0.14,0,0.24363,0.24363,0,0.07365,0.00316,0,0,0.01916,0.00592,0.01188,0.0247,0.00039,0.00024,0.00162,0.0025,0.02703,0.07339,0,0.01,0.01,0.14,0.05,1.55,0,0.1,-0.11,0.6,2.42,0.09,2.32,-1.84,-2.37,0.54,1.57,0.06,-1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.31,72,72,74,22.7,65.67,0,50.36,46.59,76,2.01,0,0
3.63,0.64,1.46,0.29,0.01,0,0,0.04,0.01,0.02,0.05,0,0,0.01,0.01,0.05,0.15,1.46,0.54492,0.33029,0.21463,0.14981,0.00549,0,0,0.02107,0.00592,0.01188,0.02403,0.00039,0.00042,0.00323,0.00438,0.0279,0.07576,0.21463,0.02,0.01,0.4,0.14,2.66,0,0.26,-0.07,0.71,2.81,0.09,2.47,-1.82,-2.13,0.61,1.67,0.18,-1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.06,72,72,74,24.2,65.87,0,49.1,46.06,80,3.36,0,0
3.98,0.73,1.49,0.34,0.01,0,0,0.07,0.01,0.02,0.05,0,0,0.01,0.01,0.06,0.15,1.49,0.59848,0.37966,0.21882,0.17544,0.00664,0,0,0.03448,0.00659,0.01188,0.02403,0.00131,0.00065,0.00485,0.00689,0.02877,0.07812,0.21882,0.03,0.03,1.48,0.52,3.25,0,0.96,-0.02,0.76,3.13,0.09,2.34,-1.79,-1.89,0.57,1.62,0.31,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.99,72,72,74,23.12,66.07,0,49.82,46.73,80,0.89,0,0
6.22,0.92,3.08,0.41,0.02,0,0,0.11,0.01,0.02,0.05,0.01,0,0.02,0.03,0.06,0.17,3.08,0.93091,0.47749,0.45342,0.21446,0.0085,0,0,0.05747,0.00744,0.01188,0.02537,0.00262,0.00131,0.01293,0.01565,0.03226,0.08759,0.45342,0.06,0.05,3.37,1.19,4.09,0,2.17,0.02,0.8,3.37,0.09,2.44,-1.77,-1.62,0.63,1.75,0.37,-1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.86,72,72,74,24.23,67.08,0,48.56,45.7,81,0.45,0,0
6.89,1.12,3.08,0.49,0.02,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.05,0.05,0.07,0.19,3.08,1.03207,0.57827,0.4538,0.25424,0.01052,0,0,0.0728,0.00693,0.01188,0.0267,0.00406,0.00291,0.02587,0.0263,0.03662,0.09943,0.4538,0.13,0.08,3.34,1.18,4.9,0,2.2,0.07,0.86,3.63,0.09,2.07,-1.63,-1.25,0.77,1.99,0.46,-2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,72,72,74,26.51,68.68,0,46.04,44.49,89,0,5.71,8.56
6.26,0.94,3.05,0.27,0.01,0,0,0.15,0.01,0.02,0.05,0.01,0.01,0.07,0.06,0.07,0.2,3.05,0.93759,0.48818,0.44941,0.14027,0.00604,0,0,0.07854,0.00524,0.01188,0.02737,0.0076,0.00434,0.0388,0.0288,0.03749,0.1018,0.44941,0.19,0.16,2.72,0.96,3.08,0,1.86,0.17,1.04,4.21,0.09,-2.45,-0.57,0.13,0.4,1.47,0.55,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.34,72,72,74,18.96,70.28,0,53.06,49.27,77,0,21.56,127.12
4,0.73,1.51,0.03,0,0,0,0.15,0.01,0.02,0.05,0.02,0.01,0.11,0.06,0.07,0.2,1.51,0.60069,0.37839,0.2223,0.01771,0.00072,0,0,0.07854,0.00423,0.01188,0.02737,0.00852,0.00511,0.05497,0.03006,0.03749,0.1018,0.2223,0.22,0.18,2.11,0.74,0.4,0,1.51,0.25,0.98,3.84,0.07,-5.49,0.04,1.17,0.15,0.94,0.34,-1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.74,72,72,74,11.38,72.29,0,60.08,53.8,67,0,34.55,201.29
3.86,0.69,1.5,0,0,0,0,0.14,0.01,0.02,0.05,0.01,0.01,0.12,0.05,0.07,0.2,1.5,0.57903,0.35832,0.22071,0,0,0,0,0.07471,0.00406,0.01188,0.0267,0.00734,0.00499,0.06305,0.0263,0.03749,0.1018,0.22071,0.22,0.15,1.72,0.61,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,-0.29,-0.77,-2.46,-0.04,6.6,-0.41,-1.82,-0.08,0,-0.47,-0.04,1.91,0,0,71.34,73.07,72,74,10.56,73.29,0,66.02,56.33,55,9.17,44.7,238.38
4.1,0.77,1.49,0,0,0.05,0.01,0.14,0.01,0.02,0.05,0.01,0.01,0.13,0.06,0.07,0.2,1.49,0.61596,0.39685,0.2191,0,0,0.02572,0.00755,0.07088,0.00406,0.01188,0.0267,0.00629,0.00446,0.06548,0.03131,0.03836,0.10416,0.2191,0.2,0.13,1.34,0.47,0,0.88,0.99,0,0,0,0,0,0,0,0,0,0,0,-0.33,-0.65,-1.24,-0.02,6.42,-0.89,-2.64,-0.05,0,-0.24,0,1.95,0,0,72.78,73.98,72,74,12.46,73.59,0,69.98,55.97,41,11.63,51.67,259.3
4.55,0.9,1.48,0,0,0.15,0.04,0.13,0.01,0.02,0.05,0.01,0.01,0.12,0.07,0.08,0.21,1.48,0.68451,0.46701,0.2175,0,0,0.08,0.0231,0.06897,0.00439,0.01188,0.02804,0.00537,0.00398,0.05982,0.03569,0.03923,0.10653,0.2175,0.17,0.11,0.97,0.34,0,2.61,0.74,0,0,0,0,0,0,0,0,0,0,0,-0.3,-0.33,-0.07,0,5.29,-0.99,-2.88,-0.01,0,-0.16,0.07,2.01,0,0,74.41,74,72,74,4.56,72.89,0,71.96,56.64,38,6.93,55.79,268.81
4.83,0.98,1.47,0,0,0.24,0.07,0.13,0.01,0.02,0.05,0.01,0.01,0.1,0.06,0.08,0.21,1.47,0.72703,0.51013,0.2169,0,0,0.12493,0.035,0.06705,0.0049,0.01188,0.02804,0.00603,0.00357,0.05416,0.0288,0.03923,0.10653,0.2169,0.16,0.12,0.83,0.29,0,3.95,0.65,0,0,0,0,0,0,0,0,0,0,0,-0.24,0.17,0.96,0.01,4.43,-0.9,-2.52,0.01,0,0.08,0.23,1.97,0,0,75.64,74,72,74,5.27,72.19,0,75.02,57.4,33,8.05,57.06,272.94
5.4,1.15,1.47,0,0,0.38,0.1,0.14,0.01,0.02,0.05,0.01,0.01,0.09,0.07,0.07,0.2,1.47,0.81364,0.59725,0.21639,0,0,0.19546,0.05383,0.07088,0.00524,0.01188,0.02804,0.00472,0.00291,0.04608,0.03569,0.03836,0.10416,0.21639,0.13,0.1,0.75,0.26,0,6.09,0.57,0,0,0,0,0,0,0,0,0,0,0,-0.17,0.52,1.55,0.02,5.13,-1.07,-2.41,0.08,0,0.22,0.37,2.01,0,0,76.74,74,72,74,26.52,71.18,0,77,56.14,25,17.22,62.45,233.63
4.46,1.31,0,0,0,0.48,0.13,0.15,0.01,0.02,0.05,0.01,0.01,0.1,0.05,0.08,0.21,0,0.67744,0.67744,0,0,0,0.25054,0.06925,0.07854,0.00592,0.01188,0.02737,0.00498,0.00309,0.04931,0.02755,0.04011,0.1089,0,0.14,0.1,0.71,0.25,0,7.87,0.56,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.67,1.84,0.03,6.08,-1.15,-2.29,0.03,0,0.23,0.59,2.06,0,0,77.02,74,72,74,8.28,71.58,0,77,56.83,27,9.17,84.96,161.67
6.43,1.45,1.47,0,0,0.51,0.15,0.18,0.01,0.02,0.06,0.01,0.01,0.09,0.11,0.08,0.22,1.47,0.9706,0.75372,0.21689,0,0,0.26668,0.07706,0.09579,0.00744,0.01188,0.02937,0.00498,0.00297,0.04446,0.05761,0.04185,0.11363,0.21689,0.13,0.1,0.85,0.3,0,8.85,0.65,0,0,0,0,0,0,0,0,0,0,0,-0.02,0.7,2.23,0.03,5.96,-1.08,-1.95,-0.02,0,-0.07,0.77,2.39,0,0,76.97,74,72,74,16.53,70.98,0,73.04,55.02,30,13.87,85.59,135.68
6.99,1.62,1.48,0,0,0.52,0.15,0.24,0.02,0.02,0.06,0.01,0.01,0.08,0.18,0.09,0.24,1.48,1.05578,0.83784,0.21793,0,0,0.26732,0.07726,0.12452,0.00947,0.01188,0.03204,0.00642,0.00291,0.04365,0.09392,0.04534,0.1231,0.21793,0.13,0.13,1.11,0.39,0,8.9,0.82,0,0,0,0,0,0,0,0,0,0,0,0.09,0.72,2.86,0.02,2.86,-0.46,-0.91,-0.02,0,-0.07,0.85,2.99,0,0,76.61,74,72,74,16.55,70.88,0,73.04,54.08,27,13.87,58.01,39.62
6.94,1.6,1.48,0,0,0.46,0.13,0.32,0.02,0.02,0.06,0.02,0.01,0.08,0.14,0.09,0.24,1.48,1.04746,0.82891,0.21855,0,0,0.23766,0.06993,0.16475,0.01082,0.01188,0.03338,0.0114,0.00291,0.04123,0.07326,0.04621,0.12547,0.21855,0.13,0.23,1.2,0.42,0,8.11,0.92,0,0,0,0,0,0,0,0,0,0,0,0.16,0.57,2.85,0.01,1.07,-0.18,-0.29,-0.09,0,-0.22,0.84,3.41,0,0,75.97,74,72,74,29.99,70.58,0,71.06,53.62,30,18.34,33.92,15.22
6.42,1.45,1.48,0,0,0.35,0.11,0.39,0.02,0.02,0.06,0.03,0.01,0.08,0.07,0.08,0.23,1.48,0.96862,0.74988,0.21874,0,0,0.17992,0.05518,0.20115,0.01149,0.01188,0.03204,0.01455,0.00291,0.04123,0.03757,0.04359,0.11837,0.21874,0.13,0.3,1.2,0.42,0,6.47,0.95,0,0,0,0,0,0,0,0,0,0,0,0.2,0.35,2.38,-0.01,-0.1,0.08,0.19,-0.18,0,-0.61,0.74,3.42,0,0,75.25,74,72,74,21.2,70.58,0,66.02,51.6,36,13.87,7.92,21.56
5.83,1.27,1.48,0,0,0.24,0.08,0.41,0.02,0.02,0.06,0.02,0.01,0.08,0.04,0.08,0.21,1.48,0.87875,0.66018,0.21857,0,0,0.12454,0.03892,0.21073,0.01183,0.01188,0.03138,0.01179,0.00291,0.04203,0.02192,0.04098,0.11127,0.21857,0.13,0.24,1.2,0.42,0,4.6,0.93,0,0,0,0,0,0,0,0,0,0,0,0.23,0.15,1.69,-0.03,-1.46,0.43,0.73,-0.2,0,-0.85,0.57,3.35,0,0,74.59,74,72,74,17.01,70.68,0,62.96,50.98,43,10.29,0,0
4.89,1,1.48,0,0,0.14,0.04,0.29,0.02,0.02,0.06,0.02,0.01,0.08,0.03,0.08,0.21,1.48,0.73637,0.51811,0.21826,0,0,0.0733,0.02324,0.15134,0.01099,0.01188,0.03071,0.00878,0.00279,0.04365,0.01565,0.03923,0.10653,0.21826,0.12,0.18,1.17,0.41,0,2.76,0.88,0,0,0,0,0,0,0,0,0,0,0,0.22,-0.05,0.8,-0.04,-1.74,0.57,0.99,-0.26,0,-1.08,0.39,2.96,0,0,74,74,72,74,16.9,70.88,0,60.08,50.25,50,8.05,0,0
3.79,0.68,1.47,0,0,0.06,0.02,0.15,0.02,0.02,0.06,0.01,0,0.07,0.02,0.07,0.18,1.47,0.56842,0.35178,0.21664,0,0,0.03157,0.01003,0.07663,0.00947,0.01188,0.02937,0.00577,0.0019,0.03557,0.01002,0.03487,0.09469,0.21664,0.08,0.12,0.83,0.29,0,1.2,0.61,0,0,0,0,0,0,0,0,0,0,0,0.21,-0.2,-0.03,-0.05,-1.8,0.74,1.21,-0.28,0,-1.15,0.23,2.35,0,0,73.5,74,72,74,17.1,69.88,0,59,49.78,52,6.93,0,0
